,Username,comment,clean_comments,tags
59,Julius Kibet,monumental project,monumental project,[]
60,Jasmyne Jebet,That's true ...,Thats true ,[]
61,Kelly Son,True,True,[]
62,Samuel Njuki,Seems someone is on payroll again....,Seems someone is on payroll again,[]
63,Francis Olango,Very true,Very true,[]
64,Sam Luvai Luvinzu,Chunga unga nani Family bado changa baba asije akaimwaga.,Chunga unga nani Family bado changa baba asije akaimwaga,[]
65,Evanz Kipkemoi,"It's a surprise, it's coming from Citizen tv....",Its a surprise its coming from Citizen tv,[]
66,Rojaz Kathoka,Your body language has always been that you support him. Even the blind and insane can see and understand that the Mzee has the blessing of the state.,Your body language has always been that you support him Even the blind and insane can see and understand that the Mzee has the blessing of the state,"[('and', 'POLITICIAN'), ('and', 'POLITICIAN'), ('of', 'POLITICAL_PARTY')]"
67,Adan Mohamed,"be a journalist or a politician, dnt dirtyfy our screens in the name of journalism.",be a journalist or a politician dnt dirtyfy our screens in the name of journalism,"[('of', 'POLITICAL_PARTY')]"
68,Kios Vinny,It doesn't matter how many times a person has unsuccessfully ran for presidency! If he is a project then he is a project!,It doesnt matter how many times a person has unsuccessfully ran for presidency If he is a project then he is a project,"[('for', 'POLITICAL_PARTY')]"
69,Abdallah Shikuku Okumu,"I would advise Raila when he gets to power dictate people throughout,punish them,kill some, these poor Kenyans have lost respect that you suffered for to bring them to liberty",I would advise Raila when he gets to power dictate people throughoutpunish themkill some these poor Kenyans have lost respect that you suffered for to bring them to liberty,"[('Raila', 'RAILA'), ('for', 'POLITICAL_PARTY')]"
70,Ephah Mwax,Tommorow SK atakua ame kufuta kazi nani,Tommorow SK atakua ame kufuta kazi nani,[]
71,Bosco Joseph,Sanitizer,Sanitizer,[]
72,Francis Okumu,"Sometimes back I used to admire your journalism, but nowadays, some young upcoming are better than you by for, You have become a sycophant.",Sometimes back I used to admire your journalism but nowadays some young upcoming are better than you by for You have become a sycophant,"[('for', 'POLITICAL_PARTY')]"
73,Dodos Kipya,Any programme in Citizen T.v. is meant to promote a project called Raila!,Any programme in Citizen Tv is meant to promote a project called Raila,"[('Raila', 'RAILA')]"
74,Mc Beryl,Woow,Woow,[]
75,Ruth Lucero,Linus I silute you 👏,Linus I silute you,[]
76,Ole Polos,Now see how UDAku will come up in arms to Kaikai yet it's true.,Now see how UDAku will come up in arms to Kaikai yet its true,[]
77,Eunice Wanjiru,yangu kumi ya ruto kumi was also a project,yangu kumi ya ruto kumi was also a project,[]
78,Chumo Tosh,"Unasema hivo ndo u-please sk macharia,io royal media bure kabisa. Biased media",Unasema hivo ndo uplease sk machariaio royal media bure kabisa Biased media,"[('-', 'POLITICAL_PARTY')]"
79,Michael Murithi,Kaikai himself is a project of skm,Kaikai himself is a project of skm,"[('of', 'POLITICAL_PARTY')]"
80,Oscar Malcomx KE,Raila is people's project not government project.Take this to your nearest bank!,Raila is peoples project not government projectTake this to your nearest bank,"[('Raila', 'RAILA')]"
81,Kiongozi Mathai Arap Manene,Citizen tv,Citizen tv,[]
82,Catherine Muléi,That is where you get your daily bread you must fake it as much as possible 🙂,That is where you get your daily bread you must fake it as much as possible,[]
83,Elvis Cheruiyot Arap Mursi,We were expecting that from u.. Kazi ingeisha,We were expecting that from u Kazi ingeisha,"[('Kazi', 'POLITICAL_PARTY')]"
84,Dylan Setek,"Even the unborn, especially those who were conceived just this past valentine's February 14th & their mothers are now 4 days pregnant,,,, know that Raila is a Project by the state...",Even the unborn especially those who were conceived just this past valentines February th  their mothers are now days pregnant know that Raila is a Project by the state,"[('Raila', 'RAILA')]"
85,John Mwirigi Muya,So what,So what,[]
86,Danson Blessed Njoroge,"Stupid ass licking journalism. Y'all should be leaning on no one side, but since mliamua kulamba lamba hao watu, si muwalambe bas. Ngware Ici.",Stupid ass licking journalism Yall should be leaning on no one side but since mliamua kulamba lamba hao watu si muwalambe bas Ngware Ici,"[('one', 'UHURU')]"
87,Daniel Kithinji,Lazima uongee ivo usipoteze kazi citizen.u r a slave wa macharia.bure kabisa,Lazima uongee ivo usipoteze kazi citizenu r a slave wa machariabure kabisa,[]
88,Macharia Evans,Journalist from Raila odinga TV 🙄,Journalist from Raila odinga TV,"[('Raila', 'RAILA')]"
89,Duke Oseko,2.7m monthly salary,m monthly salary,[]
90,Briener Karioki,it's not a surprise ... you are a Citizen tv anchor ... join politics n see how pple grade you uache kuongeleanga kwa hema ...,its not a surprise  you are a Citizen tv anchor  join politics n see how pple grade you uache kuongeleanga kwa hema ,[]
91,Henricz Kiprow Bowre,Monument tena?,Monument tena,[]
92,Peter K Gitau,"Statue and monument, what's the difference ?",Statue and monument whats the difference ,"[('and', 'POLITICAL_PARTY')]"
93,Dews Kim,We can call this guy handsome without brains,We can call this guy handsome without brains,[]
94,Martin Mwangi,Partiality is the order of the day at RMs. Who doesn't know that. Safeguard your job Kaikai.,Partiality is the order of the day at RMs Who doesnt know that Safeguard your job Kaikai,"[('of', 'POLITICAL_PARTY')]"
95,Muyuyi Richard Ferdinand,What do you expect from a servant out to appease the master,What do you expect from a servant out to appease the master,[]
96,Eric Ngugi,Facts are stubborn,Facts are stubborn,[]
97,John Wambua,Really???,Really,[]
98,Olivia Adhiambo,Monumental project,Monumental project,[]
99,Dan Analyst,Hapo Linus umechoma jos,Hapo Linus umechoma jos,[]
100,Tina Omondi,Raila can NEVER be a project of someone. Please stop it,Raila can NEVER be a project of someone Please stop it,"[('Raila', 'RAILA'), ('of', 'POLITICAL_PARTY')]"
101,Patrick Tonui,Raila is a state project,Raila is a state project,"[('Raila', 'RAILA')]"
102,Ken Mkenya,"Ofcourse he has been running for the last 27yrs and i voted him twice, nonetheless.... He's now a project with a man who want to remain in power as a PM and continue running the country like his underpants. Nonsense.",Ofcourse he has been running for the last yrs and i voted him twice nonetheless Hes now a project with a man who want to remain in power as a PM and continue running the country like his underpants Nonsense,"[('for', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('and', 'POLITICAL_PARTY')]"
103,Kauma Jim,"That is a stupid statement, just because he has run many times does not mean he is not a projevt this time. There is need for kenyans to apply their brains effectively.",That is a stupid statement just because he has run many times does not mean he is not a projevt this time There is need for kenyans to apply their brains effectively,"[('for', 'POLITICAL_PARTY')]"
104,Allan Julius Rotich,"@linus lazima uimbe wimbo ya SKM otherwise unga itaisha,",lazima uimbe wimbo ya SKM otherwise unga itaisha,[]
105,Peter Kioko Mutua,Githeri media,Githeri media,[]
106,Cindy Cindy,That's not news You've been on his side long So what's new coz monument and Raila in one sentence boss,Thats not news Youve been on his side long So whats new coz monument and Raila in one sentence boss,"[('and', 'POLITICAL_PARTY'), ('Raila', 'RAILA'), ('one', 'UHURU')]"
107,Fidel Omosh,Perennial Loser now a state project  Project must n Be rejected and retired for good....,Perennial Loser now a state project Project must n Be rejected and retired for good,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
108,Ron Owdiseez,Pscycophancic thinking I usually don't like your views on citizen news gang you are very biasd,Pscycophancic thinking I usually dont like your views on citizen news gang you are very biasd,[]
109,Davin Onduko,Kaikai amejipaka fair n lovely na lip gloss waah nimeenda,Kaikai amejipaka fair n lovely na lip gloss waah nimeenda,[]
110,Stanli Mureas,The only way to safeguard your job.,The only way to safeguard your job,[]
111,Dennoh Bett,Monument 🤔🙄so that's y voters has been observing him in the ballot & leaving him for other contestants 🥴🥴🥴🥴,Monument so thats y voters has been observing him in the ballot  leaving him for other contestants,"[('for', 'POLITICAL_PARTY')]"
112,Dian Mamake Sherryl,Siasa ni propaganda 😂😂Wachia watu wa yuda wapate cha kuongelea since nowadays hawana agenda,Siasa ni propaganda Wachia watu wa yuda wapate cha kuongelea since nowadays hawana agenda,[]
113,Levince Onyango,Raila is people's project,Raila is peoples project,"[('Raila', 'RAILA')]"
114,Pius Mbindyo,"Weeeeeeee, Raila is a true project. If not so, let that one who is supporting him withdraw his support from him",Weeeeeeee Raila is a true project If not so let that one who is supporting him withdraw his support from him,"[('Raila', 'RAILA'), ('one', 'UHURU')]"
115,Castro Malick Del Vincente,It's said be good to me and I'll be good you or scratch my back and I'll do the same to you. Hope you understand now.,Its said be good to me and Ill be good you or scratch my back and Ill do the same to you Hope you understand now,"[('and', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
116,Nick Opapa,The 5th,The th,[]
117,Francis Kipsang,"This time he quacks like a project, walks like a project, talks like a project, associate with those who wants him protect their interest. I dare say this time round he looks like a project and thus  a state project",This time he quacks like a project walks like a project talks like a project associate with those who wants him protect their interest I dare say this time round he looks like a project and thus a state project,"[('and', 'POLITICAL_PARTY')]"
118,Karimi Njiru,We know you very well!,We know you very well,[]
119,Tiffany-keshy Wangeci,Absolutely. Some sober insights there,Absolutely Some sober insights there,[]
120,Njoro Baxon,ile siku ulianza kuji filter ndio ulianza umama.. ..,ile siku ulianza kuji filter ndio ulianza umama ,[]
121,Ck Sammy,Who is Linus' employer?,Who is Linus employer,[]
122,Luoi Bundi Tony,Mediocre media,Mediocre media,[]
123,Jogoo La Kj,Before he wasn't but now he is a project,Before he wasnt but now he is a project,[]
124,Silas Kip Lagat,..iconic /experienced project.,iconic experienced project,[]
125,Joseph Njagi,Raila is people's project.he has been winning all the three consecutive elections,Raila is peoples projecthe has been winning all the three consecutive elections,"[('Raila', 'RAILA')]"
126,Prince Jojo,Mr make up scoud,Mr make up scoud,[]
127,Nicholas Mutai,Junga unga my friend unaexpect aje ukue against your boss Ck macharia mwenyewe is trespassing all over the country compaighing for Raila utapata aje nguvu kua against him,Junga unga my friend unaexpect aje ukue against your boss Ck macharia mwenyewe is trespassing all over the country compaighing for Raila utapata aje nguvu kua against him,"[('for', 'POLITICAL_PARTY'), ('Raila', 'RAILA')]"
128,Nyaito Ezekiel,"All UDA supporters you want to tell us that Raila is a project just because you don't like him,how dare you imagine that Raila is a project when Raila has won twice but denied the victory!",All UDA supporters you want to tell us that Raila is a project just because you dont like himhow dare you imagine that Raila is a project when Raila has won twice but denied the victory,"[('UDA', 'POLITICAL_PARTY'), ('Raila', 'RAILA'), ('Raila', 'RAILA'), ('Raila', 'RAILA')]"
129,Anne Wamaitha,Wacha usikiwe na sk utaenda home!!,Wacha usikiwe na sk utaenda home,[]
130,Wanderi Kimani,True,True,[]
131,Okinyo Nyagweso,Correct 💯,Correct,[]
132,Salome Slettum,Ravi Kibet 🤣🤣🤣🤣,Ravi Kibet,[]
133,Peter Matunda Onyiego,Linus Kaikai from Raila Media Services (RMS),Linus Kaikai from Raila Media Services RMS,"[('Raila', 'RAILA')]"
134,Sylvester Oj,"Well put Kaikai, Tinga is a monument than a project.",Well put Kaikai Tinga is a monument than a project,[]
135,Jeff Ray,Before I agree but know he is a project we see everyone sees,Before I agree but know he is a project we see everyone sees,[]
136,Kipruto Tallam,That time when you exhibit all signs of selective amnesia but try to overstretch objectivity....🤣🤣🤣🤣,That time when you exhibit all signs of selective amnesia but try to overstretch objectivity,"[('of', 'POLITICAL_PARTY')]"
137,Omoro Francis,Francis Gachuri is also a ruto diehard. Every time they discuss u will know this through his argument,Francis Gachuri is also a ruto diehard Every time they discuss u will know this through his argument,"[('Francis', 'POLITICIAN')]"
138,Jeff Ray,Atwoli doesn't have influence in western wamunyinyi and C's wamalwa both no influence Oparanya it's over Soo it is difficult this time round,Atwoli doesnt have influence in western wamunyinyi and Cs wamalwa both no influence Oparanya its over Soo it is difficult this time round,"[('and', 'POLITICAL_PARTY')]"
139,Daniel Mauti,True,True,[]
140,Patrick Kiprotich,This imbecile Linus is just shallow.. always be biased and non competent,This imbecile Linus is just shallow always be biased and non competent,"[('and', 'POLITICAL_PARTY')]"
141,Theme Major,"Enda panguza lipsticks kwanza,,,ama tuambie mzee kibor",Enda panguza lipsticks kwanzaama tuambie mzee kibor,[]
142,Oscarlimoo Limox,You're misleading Kenyans..kura ziko ground my friend si state House.,Youre misleading Kenyanskura ziko ground my friend si state House,[]
143,Dennis Shoki Mwangi,Let us hope that you won't be one of the moderators during the presidential debates.,Let us hope that you wont be one of the moderators during the presidential debates,"[('one', 'UHURU'), ('of', 'POLITICAL_PARTY')]"
144,Hon Ivongo Kennedy,Absolutely,Absolutely,[]
145,Simon Yeng,Raila Media Stations ( RMS),Raila Media Stations  RMS,"[('Raila', 'RAILA')]"
146,Tosh Jipsy,Corrrrrŕrrrrrrrrrrrrrect💯,Corrrrrrrrrrrrrrrrrrect,[]
147,Collin Johnson CJ,linus himself is a project for Azimio and RMS. how can a project understand another project?,linus himself is a project for Azimio and RMS how can a project understand another project,"[('for', 'POLITICAL_PARTY'), ('Azimio', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
148,David Kamau,Correct Sir. .ifikie Nathan Davids,Correct Sir ifikie Nathan Davids,[]
149,Jett Otieno Ogogo,You're misleading indeed journalism is rotten to the core in this country,Youre misleading indeed journalism is rotten to the core in this country,[]
150,Steven Muinde,"Yes he has ran many times hatukatai. But since 2018 he has been a government project,",Yes he has ran many times hatukatai But since he has been a government project,[]
151,Hilary Kimutai,A monument is a big project,A monument is a big project,[]
152,Eugene Krishna,When they see his progress the tumbocrats will always cry foul,When they see his progress the tumbocrats will always cry foul,[]
153,Kirui Kalwolindet Wesley,Monument???,Monument,[]
154,Martin Kiogora,Kaikai is a supporter of Raila since 2013..he should however prepare for another disappointment.,Kaikai is a supporter of Raila since he should however prepare for another disappointment,"[('of', 'POLITICAL_PARTY'), ('Raila', 'RAILA'), ('for', 'POLITICAL_PARTY')]"
